Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	druggable_class
ENSG00000214253	FIS1	Q9Y3D6	428.1	202.7	369.7	278.0	Fission, mitochondrial 1	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000204287	HLA-DRA	P01903	419.3	46.8	80.2	132.7	Major histocompatibility complex, class II, DR alpha	Plasma proteins, Predicted membrane proteins	True
ENSG00000116209	TMEM59	Q9BXS4	418.9	149.2	185.5	258.0	Transmembrane protein 59	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000135821	GLUL	P15104	411.5	868.7	1348.7	119.8	Glutamate-ammonia ligase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000125356	NDUFA1	O15239	400.0	514.7	1296.9	1658.3	NADH:ubiquinone oxidoreductase subunit A1	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000127184	COX7C	P15954	396.7	643.1	2234.1	1588.4	Cytochrome c oxidase subunit 7C	Metabolic proteins, Predicted membrane proteins, Transporters	True
ENSG00000109107	ALDOC	P09972	395.9	1156.4	4.6	273.3	Aldolase, fructose-bisphosphate C	Cancer-related genes, Candidate cardiovascular disease genes, Enzymes, Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000126267	COX6B1	P14854	392.6	552.8	1375.8	1471.6	Cytochrome c oxidase subunit 6B1	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000107902	LHPP	Q9H008	388.9	80.4	9.6	16.5	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000183648	NDUFB1	O75438	382.4	546.6	925.3	1307.9	NADH:ubiquinone oxidoreductase subunit B1	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000167468	GPX4	P36969	378.3	500.4	657.2	409.5	Glutathione peroxidase 4	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000133318	RTN3	O95197	373.9	620.3	66.9	53.8	Reticulon 3	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000189403	HMGB1	P09429	373.5	243.5	312.2	189.2	High mobility group box 1	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000067560	RHOA	P61586	373.1	196.5	346.9	287.1	Ras homolog family member A	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000173812	EIF1	P41567	370.4	261.4	1181.9	463.3	Eukaryotic translation initiation factor 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000117266	CDK18	Q07002	367.7	39.2	5.1	116.7	Cyclin dependent kinase 18	Enzymes, Predicted intracellular proteins	True
ENSG00000173915	ATP5MK	Q96IX5	367.6	649.6	956.3	1164.9	ATP synthase membrane subunit k	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000119655	NPC2	P61916	366.6	87.6	75.2	215.0	NPC intracellular cholesterol transporter 2	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters	True
ENSG00000136938	ANP32B	Q92688	363.5	70.2	103.8	87.4	Acidic nuclear phosphoprotein 32 family member B	Plasma proteins, Predicted intracellular proteins	True
ENSG00000140319	SRP14	P37108	362.2	399.0	329.7	361.8	Signal recognition particle 14	Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters	True
ENSG00000090266	NDUFB2	O95178	359.2	379.9	782.8	907.8	NADH:ubiquinone oxidoreductase subunit B2	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000145741	BTF3	P20290	358.9	235.7	850.4	453.4	Basic transcription factor 3	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000026025	VIM	P08670	358.5	308.0	350.9	1321.0	Vimentin	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000066322	ELOVL1	Q9BW60	357.2	45.2	23.3	45.7	ELOVL fatty acid elongase 1	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	True
ENSG00000084207	GSTP1	P09211	356.3	289.6	484.3	498.0	Glutathione S-transferase pi 1	Cancer-related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000105701	FKBP8	Q14318	354.9	594.2	199.7	237.9	FKBP prolyl isomerase 8	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000241468	ATP5MF	P56134	352.1	688.8	1255.0	1187.8	ATP synthase membrane subunit f	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000115541	HSPE1	P61604	351.8	294.8	231.5	297.4	Heat shock protein family E (Hsp10) member 1	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000135940	COX5B	P10606	351.2	477.3	1249.4	1143.7	Cytochrome c oxidase subunit 5B	Metabolic proteins, Predicted intracellular proteins, Transporters	True
ENSG00000116288	PARK7	Q99497	350.6	409.9	723.4	395.8	Parkinsonism associated deglycase	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000198668	CALM1	P0DP23	348.2	836.8	559.3	268.7	Calmodulin 1	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000104529	EEF1D	P29692	346.3	163.3	771.3	572.5	Eukaryotic translation elongation factor 1 delta	Plasma proteins, Predicted intracellular proteins	True
ENSG00000203879	GDI1	P31150	345.1	501.7	69.0	110.4	GDP dissociation inhibitor 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000126803	HSPA2	P54652	344.7	60.8	177.8	41.7	Heat shock protein family A (Hsp70) member 2	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000172005	MAL	P21145	343.2	88.5	2.6	17.6	Mal, T cell differentiation protein	Predicted membrane proteins, Transporters	True
ENSG00000243678	NME2	P22392	341.1	348.5	650.5	474.2	NME/NM23 nucleoside diphosphate kinase 2	Cancer-related genes, Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000074800	ENO1	P06733	337.0	746.4	228.4	321.9	Enolase 1	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000144283	PKP4	Q99569	336.1	54.7	6.9	20.5	Plakophilin 4	Plasma proteins, Predicted intracellular proteins	True
ENSG00000166091	CMTM5	Q96DZ9	330.7	51.2	2.9	21.5	CKLF like MARVEL transmembrane domain containing 5	Predicted membrane proteins, Transporters	True
ENSG00000187764	SEMA4D	Q92854	325.7	35.0	82.5	11.1	Semaphorin 4D	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000166033	HTRA1	Q92743	324.3	393.0	30.5	107.3	HtrA serine peptidase 1	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000092199	HNRNPC	P07910	318.9	236.5	276.3	252.9	Heterogeneous nuclear ribonucleoprotein C	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000176485	PLAAT3	P53816	318.6	70.8	102.0	97.1	Phospholipase A and acyltransferase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, RAS pathway related proteins	True
ENSG00000176340	COX8A	P10176	318.5	529.0	1430.4	1250.2	Cytochrome c oxidase subunit 8A	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000092529	CAPN3	P20807	318.3	48.1	848.7	16.9	Calpain 3	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000126247	CAPNS1	P04632	312.1	395.3	469.4	657.9	Calpain small subunit 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000136960	ENPP2	Q13822	309.8	84.4	8.5	9.8	Ectonucleotide pyrophosphatase/phosphodiesterase 2	Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000234745	HLA-B	P01889	308.1	130.3	230.2	556.7	Major histocompatibility complex, class I, B	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000228474	OST4	P0C6T2	305.5	255.2	433.3	607.6	Oligosaccharyltransferase complex subunit 4, non-catalytic	Predicted membrane proteins, Transporters	True
ENSG00000136238	RAC1	P63000	304.1	183.9	172.7	120.7	Rac family small GTPase 1	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000128739	SNRPN	P63162	302.3	628.7	230.2	453.2	Small nuclear ribonucleoprotein polypeptide N	Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000142669	SH3BGRL3	Q9H299	294.4	279.3	58.0	213.5	SH3 domain binding glutamate rich protein like 3	Plasma proteins, Predicted intracellular proteins	True
ENSG00000139644	TMBIM6	P55061	293.2	271.3	217.4	201.9	Transmembrane BAX inhibitor motif containing 6	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000150459	SAP18	O00422	291.7	170.9	279.7	182.5	Sin3A associated protein 18	Essential proteins, Predicted intracellular proteins, Transporters	True
ENSG00000184007	PTP4A2	Q12974	290.2	116.5	278.6	159.7	Protein tyrosine phosphatase 4A2	Enzymes, Predicted intracellular proteins	True
ENSG00000143418	CERS2	Q96G23	289.9	60.7	31.7	62.6	Ceramide synthase 2	Enzymes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000002586	CD99	P14209	286.8	115.7	187.7	352.3	CD99 molecule (Xg blood group)	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000172270	BSG	P35613	282.1	574.9	459.4	1787.2	Basigin (Ok blood group)	Blood group antigen proteins, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000125971	DYNLRB1	Q9NP97	278.6	432.1	215.0	263.7	Dynein light chain roadblock-type 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000219200	RNASEK	Q6P5S7	278.4	391.0	293.4	292.8	Ribonuclease K	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000126432	PRDX5	P30044	278.0	431.3	472.8	463.1	Peroxiredoxin 5	Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000206503	HLA-A	P04439	277.3	169.0	250.6	488.5	Major histocompatibility complex, class I, A	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000145284	SCD5	Q86SK9	276.9	277.5	1.2	7.9	Stearoyl-CoA desaturase 5	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins	True
ENSG00000181061	HIGD1A	Q9Y241	274.9	213.9	163.2	302.6	HIG1 hypoxia inducible domain family member 1A	Predicted membrane proteins	True
ENSG00000185883	ATP6V0C	P27449	270.9	598.3	302.4	212.6	ATPase H+ transporting V0 subunit c	Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000185787	MORF4L1	Q9UBU8	268.7	303.8	524.0	372.5	Mortality factor 4 like 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000135916	ITM2C	Q9NQX7	266.3	947.9	21.0	55.3	Integral membrane protein 2C	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000170906	NDUFA3	O95167	266.0	350.2	489.9	603.4	NADH:ubiquinone oxidoreductase subunit A3	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000152583	SPARCL1	Q14515	264.7	1190.4	241.0	589.9	SPARC like 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, Transporters	True
ENSG00000099622	CIRBP	Q14011	264.7	324.8	448.9	344.7	Cold inducible RNA binding protein	Plasma proteins, Predicted intracellular proteins	True
ENSG00000164405	UQCRQ	O14949	264.6	367.3	972.9	1218.1	Ubiquinol-cytochrome c reductase complex III subunit VII	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000168385	SEPTIN2	Q15019	263.7	192.4	150.4	198.3	Septin 2	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000130066	SAT1	P21673	259.9	198.9	50.4	490.7	Spermidine/spermine N1-acetyltransferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000010278	CD9	P21926	259.6	126.8	61.5	224.1	CD9 molecule	Cancer-related genes, CD markers, Plasma proteins, Predicted membrane proteins, Transporters	True
ENSG00000129562	DAD1	P61803	256.3	156.9	164.9	209.7	Defender against cell death 1	Cancer-related genes, Essential proteins, Metabolic proteins, Predicted membrane proteins, Transporters	True
ENSG00000121653	MAPK8IP1	Q9UQF2	255.8	173.3	2.2	5.2	Mitogen-activated protein kinase 8 interacting protein 1	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000129250	KIF1C	O43896	255.0	78.1	525.9	165.4	Kinesin family member 1C	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000113578	FGF1	P05230	254.8	81.4	2.1	47.0	Fibroblast growth factor 1	Cancer-related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins	True
ENSG00000174886	NDUFA11	Q86Y39	253.9	256.3	406.3	632.0	NADH:ubiquinone oxidoreductase subunit A11	Disease related genes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000166136	NDUFB8	O95169	251.8	562.6	383.3	456.1	NADH:ubiquinone oxidoreductase subunit B8	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted membrane proteins	True
ENSG00000111669	TPI1	P60174	251.1	613.5	2315.7	688.7	Triosephosphate isomerase 1	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000130208	APOC1	P02654	247.9	73.6	21.1	11.2	Apolipoprotein C1	Cancer-related genes, Candidate cardiovascular disease genes, Metabolic proteins, Plasma proteins, Predicted secreted proteins	True
ENSG00000137409	MTCH1	Q9NZJ7	246.0	312.4	131.8	253.3	Mitochondrial carrier 1	Predicted membrane proteins, Transporters	True
