Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class
ENSG00000211643	IGLV5-52	A0A0A0MRZ9	1.5	10.6	9.5	15.5	Immunoglobulin lambda variable 5-52	Immunoglobulin genes, Predicted secreted proteins
ENSG00000196345	ZKSCAN7	Q9P0L1	1.5	1.4	0.9	1.8	Zinc finger with KRAB and SCAN domains 7	Predicted intracellular proteins, Transcription factors
ENSG00000183718	TRIM52	Q96A61	1.5	7.2	6.9	5.5	Tripartite motif containing 52	Enzymes, Predicted intracellular proteins
ENSG00000211666	IGLV2-14	P01704	1.5	7.1	2.5	42.3	Immunoglobulin lambda variable 2-14	Immunoglobulin genes, Predicted secreted proteins
ENSG00000137338	PGBD1	Q96JS3	1.5	4.1	2.0	2.4	PiggyBac transposable element derived 1	Predicted intracellular proteins
ENSG00000197584	KCNMB2	Q9Y691	1.5	4.4	0.2	5.4	Potassium calcium-activated channel subfamily M regulatory beta subunit 2	FDA approved drug targets, Predicted membrane proteins, Transporters
ENSG00000133958	UNC79	Q9P2D8	1.5	6.8	0.4	0.1	Unc-79 homolog, NALCN channel complex subunit	Predicted membrane proteins, Transporters
ENSG00000185345	PRKN	O60260	1.5	5.8	26.6	8.5	Parkin RBR E3 ubiquitin protein ligase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000159753	CARMIL2	Q6F5E8	1.5	11.5	0.1	0.2	Capping protein regulator and myosin 1 linker 2	Disease related genes, Predicted intracellular proteins
ENSG00000172116	CD8B	P10966	1.5	0.4	0.5	0.9	CD8b molecule	CD markers, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000177692	DNAJC28	Q9NX36	1.5	2.5	2.5	2.6	DnaJ heat shock protein family (Hsp40) member C28	Predicted intracellular proteins
ENSG00000174123	TLR10	Q9BXR5	1.5	1.0	0.1	0.1	Toll like receptor 10	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000276043	UHRF1	Q96T88	1.5	5.4	1.1	0.4	Ubiquitin like with PHD and ring finger domains 1	Disease related genes, Enzymes, Essential proteins, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000132465	JCHAIN	P01591	1.5	6.2	3.9	42.8	Joining chain of multimeric IgA and IgM	Plasma proteins, Predicted secreted proteins
ENSG00000055955	ITIH4	Q14624	1.5	3.2	39.5	2.8	Inter-alpha-trypsin inhibitor heavy chain 4	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000197933	ZNF823	P16415	1.5	1.2	1.9	2.6	Zinc finger protein 823	Predicted intracellular proteins, Transcription factors
ENSG00000151458	ANKRD50	Q9ULJ7	1.5	5.5	1.3	4.7	Ankyrin repeat domain containing 50	Predicted intracellular proteins, Transporters
ENSG00000275004	ZNF280B	Q86YH2	1.4	2.6	0.3	0.5	Zinc finger protein 280B	Predicted intracellular proteins, Transcription factors
ENSG00000109072	VTN	P04004	1.4	3.3	0.4	49.7	Vitronectin	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins, Transporters
ENSG00000151572	ANO4	Q32M45	1.4	5.0	0.0	0.1	Anoctamin 4	Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000170835	CEL	P19835	1.4	3.6	2.1	20.7	Carboxyl ester lipase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted secreted proteins
ENSG00000080839	RBL1	P28749	1.4	1.3	6.5	1.7	RB transcriptional corepressor like 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000169306	IL1RAPL1	Q9NZN1	1.4	2.9	0.3	0.4	Interleukin 1 receptor accessory protein like 1	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins
ENSG00000132256	TRIM5	Q9C035	1.4	2.6	1.6	4.9	Tripartite motif containing 5	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000234965	SHISA8	B8ZZ34	1.4	2.3	0.2	1.0	Shisa family member 8	Predicted membrane proteins, Transporters
ENSG00000100147	CCDC134	Q9H6E4	1.4	2.0	3.1	2.0	Coiled-coil domain containing 134	Disease related genes, Human disease related genes, Predicted secreted proteins
ENSG00000111490	TBC1D30	Q9Y2I9	1.4	6.5	0.3	0.5	TBC1 domain family member 30	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000163322	ABRAXAS1	Q6UWZ7	1.4	1.8	6.0	3.5	Abraxas 1, BRCA1 A complex subunit	Disease related genes, Predicted intracellular proteins
ENSG00000253910	PCDHGB2	Q9Y5G2	1.4	3.5	0.7	1.6	Protocadherin gamma subfamily B, 2	Predicted membrane proteins
ENSG00000117281	CD160	O95971	1.4	3.3	0.8	1.5	CD160 molecule	CD markers, Predicted secreted proteins
ENSG00000131153	GINS2	Q9Y248	1.4	1.8	2.5	0.6	GINS complex subunit 2	Essential proteins, Predicted intracellular proteins
ENSG00000174749	FAM241A	Q8N8J7	1.4	2.4	5.5	6.7	Family with sequence similarity 241 member A	Predicted membrane proteins
ENSG00000173193	PARP14	Q460N5	1.4	4.4	1.8	5.8	Poly(ADP-ribose) polymerase family member 14	Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000061656	SPAG4	Q9NPE6	1.4	2.5	0.5	3.1	Sperm associated antigen 4	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000211659	IGLV3-25	P01717	1.4	1.9	0.6	28.0	Immunoglobulin lambda variable 3-25	Immunoglobulin genes, Predicted secreted proteins
ENSG00000154175	ABI3BP	Q7Z7G0	1.4	7.5	5.6	41.7	ABI family member 3 binding protein	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000147174	GCNA	Q96QF7	1.4	2.4	4.0	1.7	Germ cell nuclear acidic peptidase	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000106100	NOD1	Q9Y239	1.4	1.4	3.7	6.9	Nucleotide binding oligomerization domain containing 1	Human disease related genes, Predicted intracellular proteins
ENSG00000138944	SHISAL1	Q3SXP7	1.4	27.1	0.0	0.9	Shisa like 1	Predicted membrane proteins
ENSG00000183715	OPCML	Q14982	1.4	35.4	0.0	0.3	Opioid binding protein/cell adhesion molecule like	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000144285	SCN1A	P35498	1.4	7.9	0.0	0.0	Sodium voltage-gated channel alpha subunit 1	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels
ENSG00000112782	CLIC5	Q9NZA1	1.4	1.9	271.2	96.2	Chloride intracellular channel 5	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000153283	CD96	P40200	1.4	0.1	0.3	0.8	CD96 molecule	CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000147257	GPC3	P51654	1.4	1.0	4.4	26.8	Glypican 3	Cancer-related genes, Disease related genes, Human disease related genes, Predicted membrane proteins
ENSG00000163126	ANKRD23	Q86SG2	1.4	1.5	1347.5	22.9	Ankyrin repeat domain 23	Predicted intracellular proteins
ENSG00000109819	PPARGC1A	Q9UBK2	1.4	6.4	28.1	34.3	PPARG coactivator 1 alpha	Cancer-related genes, Predicted intracellular proteins
ENSG00000102053	ZC3H12B	Q5HYM0	1.4	2.9	0.2	0.5	Zinc finger CCCH-type containing 12B	Predicted intracellular proteins
ENSG00000121274	TENT4B	Q8NDF8	1.4	2.3	2.5	1.7	Terminal nucleotidyltransferase 4B	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000165288	BRWD3	Q6RI45	1.4	1.7	1.2	1.6	Bromodomain and WD repeat domain containing 3	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000189042	ZNF567	Q8N184	1.4	2.4	1.3	2.9	Zinc finger protein 567	Predicted intracellular proteins, Transcription factors
ENSG00000049167	ERCC8	Q13216	1.4	2.2	2.8	3.3	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000103707	MTFMT	Q96DP5	1.4	2.4	3.0	4.2	Mitochondrial methionyl-tRNA formyltransferase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000166006	KCNC2	Q96PR1	1.4	33.8	0.0	0.0	Potassium voltage-gated channel subfamily C member 2	Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Voltage-gated ion channels
ENSG00000175857	GAPT	Q8N292	1.4	0.6	0.2	0.5	GRB2 binding adaptor protein, transmembrane	Predicted intracellular proteins
ENSG00000182993	C12orf60	Q5U649	1.4	0.6	1.2	3.4	Chromosome 12 open reading frame 60	Predicted intracellular proteins
ENSG00000162714	ZNF496	Q96IT1	1.4	6.3	13.9	8.5	Zinc finger protein 496	Plasma proteins, Predicted intracellular proteins, Transcription factors
ENSG00000162747	FCGR3B	O75015	1.4	0.9	0.7	3.3	Fc gamma receptor IIIb	CD markers, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters
ENSG00000162775	RBM15	Q96T37	1.4	2.9	6.8	4.3	RNA binding motif protein 15	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000135423	GLS2	Q9UI32	1.4	15.6	0.0	0.2	Glutaminase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000164061	BSN	Q9UPA5	1.4	21.4	0.2	0.2	Bassoon presynaptic cytomatrix protein	Plasma proteins, Predicted intracellular proteins
ENSG00000019991	HGF	P14210	1.4	3.7	0.9	4.7	Hepatocyte growth factor	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins, RAS pathway related proteins
ENSG00000187187	ZNF546	Q86UE3	1.4	1.7	1.7	1.5	Zinc finger protein 546	Predicted intracellular proteins, Transcription factors
ENSG00000144362	PHOSPHO2	Q8TCD6	1.4	2.7	3.2	2.5	Phosphatase, orphan 2	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000122484	RPAP2	Q8IXW5	1.4	2.0	2.7	1.4	RNA polymerase II associated protein 2	Enzymes, Essential proteins, Predicted membrane proteins
ENSG00000165246	NLGN4Y	Q8NFZ3	1.4	3.9	0.1	0.2	Neuroligin 4 Y-linked	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000151725	CENPU	Q71F23	1.4	0.9	0.9	1.4	Centromere protein U	Predicted intracellular proteins
ENSG00000198298	ZNF485	Q8NCK3	1.4	1.2	3.0	1.3	Zinc finger protein 485	Predicted intracellular proteins, Transcription factors
ENSG00000137819	PAQR5	Q9NXK6	1.4	1.3	0.2	0.8	Progestin and adipoQ receptor family member 5	Predicted membrane proteins
ENSG00000163482	STK36	Q9NRP7	1.4	5.7	3.4	3.2	Serine/threonine kinase 36	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000204410	MSH5	O43196	1.4	0.9	0.5	0.9	MutS homolog 5	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000146054	TRIM7	Q9C029	1.4	3.1	181.0	8.0	Tripartite motif containing 7	Cancer-related genes, Enzymes, Predicted intracellular proteins
ENSG00000010704	HFE	Q30201	1.4	1.1	2.2	3.5	Homeostatic iron regulator	Disease related genes, Human disease related genes, Predicted membrane proteins
ENSG00000130595	TNNT3	P45378	1.4	1.3	13033.0	191.2	Troponin T3, fast skeletal type	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000196505	GDAP2	Q9NXN4	1.4	1.5	1.7	2.3	Ganglioside induced differentiation associated protein 2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000137691	CFAP300	Q9BRQ4	1.4	1.0	0.2	1.2	Cilia and flagella associated protein 300	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000161798	AQP5	P55064	1.4	2.4	0.2	3.9	Aquaporin 5	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000163545	NUAK2	Q9H093	1.4	0.7	0.7	1.2	NUAK family kinase 2	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted membrane proteins
ENSG00000174827	PDZK1	Q5T2W1	1.4	1.1	0.3	0.4	PDZ domain containing 1	Predicted intracellular proteins
ENSG00000214193	SH3D21	A4FU49	1.4	2.7	0.9	2.4	SH3 domain containing 21	Predicted intracellular proteins
ENSG00000112414	ADGRG6	Q86SQ4	1.4	1.1	0.5	3.8	Adhesion G protein-coupled receptor G6	Disease related genes, G-protein coupled receptors, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000112419	PHACTR2	O75167	1.4	4.1	3.7	11.5	Phosphatase and actin regulator 2	Predicted intracellular proteins
ENSG00000162931	TRIM17	Q9Y577	1.4	14.1	0.1	1.6	Tripartite motif containing 17	Enzymes, Predicted intracellular proteins
ENSG00000197362	ZNF786	Q8N393	1.4	3.8	1.8	1.8	Zinc finger protein 786	Predicted intracellular proteins, Transcription factors
ENSG00000175536	LIPT2	A6NK58	1.4	1.1	7.5	1.4	Lipoyl(octanoyl) transferase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000124782	RREB1	Q92766	1.4	1.3	16.4	8.0	Ras responsive element binding protein 1	Predicted intracellular proteins, Transcription factors
ENSG00000185670	ZBTB3	Q9H5J0	1.4	2.3	2.6	2.8	Zinc finger and BTB domain containing 3	Predicted intracellular proteins
ENSG00000180346	TIGD2	Q4W5G0	1.4	2.3	1.7	1.3	Tigger transposable element derived 2	Predicted intracellular proteins
ENSG00000100601	ALKBH1	Q13686	1.4	1.5	5.5	3.9	AlkB homolog 1, histone H2A dioxygenase	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000196660	SLC30A10	Q6XR72	1.4	4.7	0.7	0.0	Solute carrier family 30 member 10	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000041982	TNC	P24821	1.4	24.8	6.3	32.5	Tenascin C	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000088836	SLC4A11	Q8NBS3	1.4	3.7	5.7	1.0	Solute carrier family 4 member 11	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000214050	FBXO16	Q8IX29	1.4	7.3	0.8	1.4	F-box protein 16	Predicted intracellular proteins
ENSG00000138735	PDE5A	O76074	1.4	3.8	6.7	12.1	Phosphodiesterase 5A	Enzymes, FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins
ENSG00000092295	TGM1	P22735	1.4	2.9	1.0	4.7	Transglutaminase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000152413	HOMER1	Q86YM7	1.4	27.6	31.9	19.2	Homer scaffold protein 1	Predicted intracellular proteins
ENSG00000267534	S1PR2	O95136	1.4	1.3	0.8	6.3	Sphingosine-1-phosphate receptor 2	Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins
ENSG00000101222	SPEF1	Q9Y4P9	1.4	8.2	0.0	0.2	Sperm flagellar 1	Predicted intracellular proteins
ENSG00000064199	SPA17	Q15506	1.4	2.4	0.2	0.9	Sperm autoantigenic protein 17	Predicted intracellular proteins
ENSG00000172350	ABCG4	Q9H172	1.4	9.9	0.0	0.7	ATP binding cassette subfamily G member 4	Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000129991	TNNI3	P19429	1.4	1.3	6.1	10359.2	Troponin I3, cardiac type	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000166803	PCLAF	Q15004	1.4	0.8	0.3	0.4	PCNA clamp associated factor	Predicted intracellular proteins
ENSG00000136267	DGKB	Q9Y6T7	1.4	18.6	0.3	0.3	Diacylglycerol kinase beta	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000179242	CDH4	P55283	1.4	9.8	3.5	0.2	Cadherin 4	Predicted membrane proteins
ENSG00000171649	ZIK1	Q3SY52	1.4	2.6	1.7	2.9	Zinc finger protein interacting with K protein 1	Predicted intracellular proteins, Transcription factors
ENSG00000184304	PRKD1	Q15139	1.4	1.3	0.4	1.6	Protein kinase D1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000170185	USP38	Q8NB14	1.4	1.2	6.8	1.3	Ubiquitin specific peptidase 38	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000119514	GALNT12	Q8IXK2	1.4	1.1	1.2	1.2	Polypeptide N-acetylgalactosaminyltransferase 12	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000110680	CALCA	P01258	1.4	0.1	0.5	0.8	Calcitonin related polypeptide alpha	Cancer-related genes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins, Transporters
ENSG00000177842	ZNF620	Q6ZNG0	1.4	2.2	2.4	1.6	Zinc finger protein 620	Cancer-related genes, Predicted intracellular proteins, Transcription factors
ENSG00000189184	PCDH18	Q9HCL0	1.4	2.6	2.5	6.1	Protocadherin 18	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000139517	LNX2	Q8N448	1.4	1.9	5.6	8.1	Ligand of numb-protein X 2	Plasma proteins, Predicted intracellular proteins
ENSG00000253276	CCDC71L	Q8N9Z2	1.4	2.2	1.9	3.5	Coiled-coil domain containing 71 like	Predicted intracellular proteins
ENSG00000253304	TMEM200B	Q69YZ2	1.4	2.4	2.2	7.0	Transmembrane protein 200B	Predicted membrane proteins
ENSG00000167711	SERPINF2	P08697	1.4	1.1	4.1	2.4	Serpin family F member 2	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins
ENSG00000135541	AHI1	Q8N157	1.4	3.4	2.3	2.0	Abelson helper integration site 1	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000122877	EGR2	P11161	1.4	10.8	0.7	13.1	Early growth response 2	Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors
ENSG00000007062	PROM1	O43490	1.4	2.3	0.9	6.3	Prominin 1	CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000096996	IL12RB1	P42701	1.4	0.8	0.5	0.6	Interleukin 12 receptor subunit beta 1	CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000104974	LILRA1	O75019	1.4	0.4	0.1	0.2	Leukocyte immunoglobulin like receptor A1	CD markers, Predicted membrane proteins
ENSG00000152270	PDE3B	Q13370	1.4	2.1	0.4	4.4	Phosphodiesterase 3B	Enzymes, FDA approved drug targets, Metabolic proteins, Predicted membrane proteins
ENSG00000160602	NEK8	Q86SG6	1.4	1.6	0.5	1.0	NIMA related kinase 8	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins
ENSG00000140525	FANCI	Q9NVI1	1.4	2.1	0.8	1.5	FA complementation group I	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
