geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AC003102.3,22.475336038453214,0.5108620161298334,0.42524181951840057,1.2013447235937433,0.22961750860631025,
AC003104.1,3.0715207411227445,0.20110172626528833,1.205779801856664,0.16678146868576765,0.867542000295003,
AC003658.1,0.0,,,,,
AC003664.1,0.0,,,,,
AC003665.1,7.518320299859973,0.4022341182170258,0.788933248389421,0.5098455655635915,0.610159660313192,
AC003666.1,0.0,,,,,
AC003681.1,0.0,,,,,
AC003682.16,0.6226323855440216,-0.7556115382802946,2.4758569425250707,-0.3051919217552463,0.7602199846131179,
AC003682.17,0.3206835916015852,-0.18149733776018548,3.610995075660151,-0.05026241630279839,0.959913273339919,
AC003956.1,0.14156957658887967,0.7802878540662997,4.201595399995571,0.18571227826151998,0.8526703991647069,
AC003958.2,0.0,,,,,
AC003958.6,0.0,,,,,
AC003968.1,0.0,,,,,
AC003973.1,0.0,,,,,
AC003973.3,0.15999616289344934,0.7802878540662992,4.201595399995571,0.18571227826151981,0.8526703991647071,
AC003973.4,0.0,,,,,
AC003973.5,0.0,,,,,
AC003984.1,1.144500059397409,1.3460104524893095,1.9046972038919607,0.7066794920152877,0.4797656768456656,
AC003985.1,0.0,,,,,
AC003986.5,0.14156957658887967,0.7802878540662997,4.201595399995571,0.18571227826151998,0.8526703991647069,
AC003986.6,0.14073371245254337,0.7802878540662992,4.201595399995571,0.18571227826151981,0.8526703991647071,
AC003986.7,0.0,,,,,
AC003988.1,0.0,,,,,
AC003989.3,0.0,,,,,
AC003989.4,0.0,,,,,
AC003991.3,0.3007298753459927,1.5237162837615783,3.8380109726585347,0.3970067554825467,0.6913624789764148,
AC004000.1,0.0,,,,,
AC004000.2,0.0,,,,,
AC004004.2,0.0,,,,,
AC004006.2,0.0,,,,,
AC004009.1,0.0,,,,,
AC004009.2,0.0,,,,,
AC004009.3,0.0,,,,,
AC004012.1,0.5772033125612095,2.502891535616661,2.7071880762700355,0.9245355199204134,0.35520756692282307,
AC004014.3,0.0,,,,,
AC004014.4,0.0,,,,,
AC004016.1,0.0,,,,,
AC004019.10,0.13490386062633705,0.7802878540662986,4.201595399995571,0.1857122782615197,0.8526703991647071,
AC004019.13,0.25612002856214494,-0.18149798227551295,3.8706308969569223,-0.046891059134108105,0.9626000540345967,
AC004022.7,0.0,,,,,
AC004022.8,0.0,,,,,
AC004041.2,0.15999616289344934,0.7802878540662992,4.201595399995571,0.18571227826151981,0.8526703991647071,
